Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.12   0.08   0.00
sde               0.00  2345.87    0.00  232.98     0.00 20630.80    88.55     0.11    0.47   0.20   4.75
sdd               0.00  1413.00    0.00  217.30     0.00 13042.40    60.02     0.08    0.38   0.16   3.54
sdf               0.00  2291.00    0.00  227.95     0.00 20151.60    88.40     0.13    0.55   0.21   4.80
sda               0.00     0.57    0.00    1.02     0.00    12.67    12.46     0.01   14.70   8.00   0.81
dm-0              0.00     0.00    0.00    1.58     0.00    12.67     8.00     0.02   15.37   5.14   0.81
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9223.02     0.00 73756.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2257.45    0.00  278.57     0.00 20021.20    71.87     0.07    0.24   0.10   2.92
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  2316.85    0.00  226.43     0.00 20346.27    89.86     0.11    0.49   0.22   4.97
sdd               0.00  1406.67    0.00  216.80     0.00 12987.73    59.91     0.08    0.39   0.17   3.59
sdf               0.00  2268.85    0.00  221.72     0.00 19924.53    89.86     0.13    0.57   0.22   4.86
sda               0.00     0.55    0.00    1.12     0.00    13.33    11.94     0.02   19.51   6.84   0.76
dm-0              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.03   16.57   4.58   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9163.58     0.00 73279.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2142.42    0.00  261.63     0.00 18972.93    72.52     0.06    0.24   0.11   2.79
sdc               0.00     0.02    0.00    0.23     0.00     1.70     7.29     0.00    0.07   0.07   0.00
sde               0.00  2273.47    0.00  224.83     0.00 19986.40    88.89     0.11    0.48   0.21   4.68
sdd               0.00  1346.48    0.00  205.90     0.00 12419.07    60.32     0.08    0.41   0.16   3.39
sdf               0.00  2213.83    0.00  214.42     0.00 19426.00    90.60     0.12    0.57   0.22   4.71
sda               0.00     0.68    0.00    1.05     0.00    13.87    13.21     0.02   16.92   6.70   0.70
dm-0              0.00     0.00    0.00    1.73     0.00    13.87     8.00     0.03   15.19   4.06   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8854.08     0.00 70804.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2003.93    0.00  245.43     0.00 17742.13    72.29     0.06    0.26   0.11   2.80
sdc               0.00     0.02    0.00    0.48     0.00     4.37     9.03     0.00    0.14   0.14   0.01
sde               0.00  2175.35    0.00  216.03     0.00 19131.07    88.56     0.11    0.50   0.21   4.56
sdd               0.00  1284.42    0.00  197.88     0.00 11858.40    59.93     0.07    0.38   0.16   3.20
sdf               0.00  2066.67    0.00  203.77     0.00 18163.47    89.14     0.12    0.58   0.22   4.51
sda               0.00     0.48    0.00    0.83     0.00    10.53    12.64     0.01   12.88   7.38   0.61
dm-0              0.00     0.00    0.00    1.32     0.00    10.53     8.00     0.02   14.76   4.67   0.61
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8365.72     0.00 66895.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1994.43    0.00  237.75     0.00 17612.27    74.08     0.06    0.25   0.11   2.67
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  2168.67    0.00  216.80     0.00 19083.73    88.02     0.10    0.47   0.21   4.51
sdd               0.00  1309.12    0.00  197.97     0.00 12056.67    60.90     0.08    0.38   0.17   3.30
sdf               0.00  2044.50    0.00  206.10     0.00 18004.80    87.36     0.12    0.57   0.22   4.55
sda               0.00     0.33    0.00    0.83     0.00     9.33    11.20     0.01   13.34   7.60   0.63
dm-0              0.00     0.00    0.00    1.17     0.00     9.33     8.00     0.02   13.10   5.43   0.63
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8348.02     0.00 66757.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2101.18    0.00  252.20     0.00 18571.73    73.64     0.06    0.26   0.11   2.83
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2265.93    0.00  221.98     0.00 19903.33    89.66     0.11    0.49   0.21   4.75
sdd               0.00  1300.63    0.00  199.52     0.00 12001.20    60.15     0.08    0.39   0.17   3.30
sdf               0.00  2193.28    0.00  215.62     0.00 19271.20    89.38     0.12    0.58   0.22   4.71
sda               0.00     0.45    0.00    1.07     0.00    12.13    11.38     0.01   13.91   7.14   0.76
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.02   13.57   5.02   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8721.95     0.00 69747.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2409.05    0.00  287.32     0.00 21280.67    74.07     0.07    0.25   0.11   3.16
sdc               0.00     0.02    0.00    0.43     0.00     3.47     8.00     0.00    0.12   0.08   0.00
sde               0.00  2560.48    0.00  255.08     0.00 22524.53    88.30     0.12    0.48   0.21   5.31
sdd               0.00  1468.20    0.00  225.43     0.00 13549.07    60.10     0.09    0.40   0.17   3.81
sdf               0.00  2478.32    0.00  237.95     0.00 21730.13    91.32     0.13    0.55   0.22   5.25
sda               0.00     0.58    0.00    0.77     0.00    10.80    14.09     0.01   11.65   7.33   0.56
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   13.31   4.16   0.56
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9889.25     0.00 79084.40     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.10  2514.21 1479.14 1443.65 22133.73 20893.54    14.72     1.07    0.37   0.04  13.11
sdc               0.03     0.02    0.07    0.25     0.95    11.23    37.93     0.00    0.90   0.48   0.02
sde               0.02  1474.31 1479.23 1235.72 22199.11 20861.79    15.86     0.69    0.26   0.05  12.61
sdd               0.02  1202.56 1478.46 1230.81 21777.82 19621.44    15.28     0.69    0.26   0.05  12.48
sdf               0.02  1215.22 1478.44 1203.95 21766.84 19692.25    15.46     1.10    0.42   0.05  13.38
sda               0.10     1.87    0.31    1.09    12.85    23.70    26.23     0.06   46.02   5.24   0.73
dm-0              0.00     0.00    0.36    2.96    12.70    23.70    10.97     0.25   75.15   2.20   0.73
dm-1              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.01     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 5913.83 7880.35 87143.54 75388.85    11.78     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1422.88    0.00   92.60     0.00 11891.73   128.42     0.03    0.32   0.18   1.65
sdc               0.00     0.20    0.00    1.32     0.00    11.62     8.82     0.00    0.23   0.15   0.02
sde               0.00  1496.13    0.00   52.97     0.00 12392.80   233.97     0.05    1.02   0.50   2.66
sdd               0.00  1322.65    0.00   51.63     0.00 10994.27   212.93     0.04    0.87   0.42   2.17
sdf               0.00  1406.48    0.00   52.70     0.00 11673.47   221.51     0.05    1.03   0.45   2.38
sda               0.00    98.17    0.00    1.75     0.00   799.33   456.76     0.03   18.70   7.01   1.23
dm-0              0.00     0.00    0.00   99.92     0.00   799.33     8.00     2.03   20.36   0.12   1.23
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5872.00     0.00 46952.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2312.80    0.02  119.92     0.13 19214.80   160.21     0.04    0.33   0.16   1.98
sdc               0.00     0.00    0.00    0.13     0.00     1.42    10.62     0.00    0.00   0.00   0.00
sde               0.00  2415.80    0.00   84.97     0.00 20006.13   235.46     0.08    0.95   0.43   3.69
sdd               0.00  2084.52    0.00   78.35     0.00 17302.93   220.84     0.07    0.83   0.39   3.05
sdf               0.00  2330.40    0.00   79.52     0.00 19279.33   242.46     0.08    1.00   0.44   3.48
sda               0.00     1.12    0.00    2.12     0.00    25.87    12.22     0.10   48.51   4.81   1.02
dm-0              0.00     0.00    0.00    3.23     0.00    25.87     8.00     0.16   48.32   3.15   1.02
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.02 9477.78     0.13 75803.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2411.98    0.00  178.05     0.00 20380.13   114.46     0.04    0.25   0.13   2.24
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2491.85    0.00  131.10     0.00 20983.60   160.06     0.09    0.72   0.35   4.53
sdd               0.00  1928.17    0.00  122.42     0.00 16404.67   134.01     0.07    0.60   0.29   3.54
sdf               0.00  2401.38    0.00  127.05     0.00 20227.47   159.21     0.10    0.77   0.35   4.44
sda               0.00     0.35    0.00    0.97     0.00    10.53    10.90     0.01   14.12   7.03   0.68
dm-0              0.00     0.00    0.00    1.32     0.00    10.53     8.00     0.02   13.94   5.16   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9752.88     0.00 77995.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1346.38    0.00  154.68     0.00 11786.40    76.20     0.04    0.26   0.12   1.83
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.08   0.08   0.00
sde               0.00  1479.88    0.00  131.70     0.00 12892.67    97.89     0.07    0.55   0.25   3.35
sdd               0.00  1044.33    0.00  120.92     0.00  9322.00    77.09     0.06    0.46   0.21   2.51
sdf               0.00  1391.18    0.00  121.55     0.00 12101.87    99.56     0.08    0.64   0.27   3.23
sda               0.00     1.05    0.08    1.27     1.07    18.53    14.52     0.02   15.72   6.41   0.86
dm-0              0.00     0.00    0.08    2.32     1.07    18.53     8.17     0.04   15.93   3.60   0.86
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5768.27     0.00 46102.93     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1158.73    0.00  139.30     0.00 10186.00    73.12     0.03    0.24   0.12   1.65
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1344.28    0.00  123.27     0.00 11740.40    95.24     0.06    0.49   0.23   2.80
sdd               0.00   880.57    0.00  106.55     0.00  7896.93    74.11     0.05    0.45   0.20   2.12
sdf               0.00  1250.07    0.00  114.90     0.00 10919.73    95.04     0.07    0.60   0.25   2.93
sda               0.00     0.53    0.00    1.22     0.00    14.00    11.51     0.02   17.62   7.04   0.86
dm-0              0.00     0.00    0.00    1.75     0.00    14.00     8.00     0.03   16.50   4.90   0.86
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5097.63     0.00 40743.07     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1075.05    0.00  134.80     0.00  9500.67    70.48     0.03    0.24   0.12   1.59
sdc               0.00     0.02    0.00    0.23     0.00     1.70     7.29     0.00    0.07   0.07   0.00
sde               0.00  1265.17    0.00  125.38     0.00 11124.40    88.72     0.06    0.50   0.22   2.74
sdd               0.00   832.28    0.00   98.83     0.00  7448.93    75.37     0.05    0.47   0.21   2.08
sdf               0.00  1172.98    0.00  113.42     0.00 10291.20    90.74     0.07    0.59   0.24   2.71
sda               0.00     0.68    0.00    1.08     0.00    14.13    13.05     0.02   16.38   7.32   0.79
